diagnosis,symptom,frequency
Acute kidney failure and chronic kidney disease,blood clots,0.010219612959338986
Acute kidney failure and chronic kidney disease,fatigue,0.02973472494020439
Acute kidney failure and chronic kidney disease,vomiting,0.07735377255925201
Acute kidney failure and chronic kidney disease,shortness of breath,0.09262883235485975
Acute kidney failure and chronic kidney disease,abdominal pain,0.08599695585996955
Acute kidney failure and chronic kidney disease,anal pain,0.00016307893020221786
Acute kidney failure and chronic kidney disease,back pain,0.034029136768862794
Acute kidney failure and chronic kidney disease,insomnia,0.03212654924983692
Acute kidney failure and chronic kidney disease,cough,0.08914981517721243
Acute kidney failure and chronic kidney disease,headache,0.03593172428788867
Acute kidney failure and chronic kidney disease,night sweats,0.01750380517503805
Acute kidney failure and chronic kidney disease,dizziness,0.03337682104805392
Acute kidney failure and chronic kidney disease,eye pain,0.0007066753642096107
Acute kidney failure and chronic kidney disease,unexplained weight loss,0.0010328332246140465
Acute kidney failure and chronic kidney disease,wheezing,0.0350076103500761
Acute kidney failure and chronic kidney disease,numbness,0.018156120895846922
Acute kidney failure and chronic kidney disease,leg swelling,0.016525331593824744
Acute kidney failure and chronic kidney disease,neck pain,0.004838008262665797
Acute kidney failure and chronic kidney disease,shoulder pain,0.005055446836268754
Acute kidney failure and chronic kidney disease,joint pain,0.00228310502283105
Acute kidney failure and chronic kidney disease,leg pain,0.008208306153511633
Acute kidney failure and chronic kidney disease,hip pain,0.0053816046966731895
Acute kidney failure and chronic kidney disease,vaginal discharge,0.0004348771472059143
Acute kidney failure and chronic kidney disease,vaginal bleeding,0.002228745379430311
Acute kidney failure and chronic kidney disease,vaginal dryness,0.00010871928680147858
Acute kidney failure and chronic kidney disease,arm pain,0.0023918243096325287
Acute kidney failure and chronic kidney disease,nasal congestion,0.0036420961078495323
Acute kidney failure and chronic kidney disease,coughing up blood,0.0008153946510110893
Acute kidney failure and chronic kidney disease,pelvic pain,0.000380517503805175
Acute kidney failure and chronic kidney disease,groin pain,0.0011959121548162643
Acute kidney failure and chronic kidney disease,muscle pain,0.0013589910850184822
Acute kidney failure and chronic kidney disease,runny nose,0.001902587519025875
Acute kidney failure and chronic kidney disease,ankle pain,0.0011959121548162643
Acute kidney failure and chronic kidney disease,burning feet,5.435964340073929e-05
Acute kidney failure and chronic kidney disease,foot pain,0.004348771472059143
Acute kidney failure and chronic kidney disease,leg cramps,0.0011959121548162643
Acute kidney failure and chronic kidney disease,rectal bleeding,0.002609262883235486
Acute kidney failure and chronic kidney disease,frequent urination,0.0005979560774081322
Acute kidney failure and chronic kidney disease,memory loss,0.002065666449228093
Acute kidney failure and chronic kidney disease,throat pain,0.0014677103718199608
Acute kidney failure and chronic kidney disease,red eye,5.435964340073929e-05
Acute kidney failure and chronic kidney disease,nosebleeds,0.0007066753642096107
Acute kidney failure and chronic kidney disease,elbow pain,0.0005435964340073929
Acute kidney failure and chronic kidney disease,green stool,0.00027179821700369644
Acute kidney failure and chronic kidney disease,intestinal gas,0.00010871928680147858
Acute kidney failure and chronic kidney disease,frequent bowel movements,0.00032615786040443573
Acute kidney failure and chronic kidney disease,breast rash,5.435964340073929e-05
Acute kidney failure and chronic kidney disease,heel pain,0.00016307893020221786
Acute kidney failure and chronic kidney disease,cold hands,5.435964340073929e-05
Acute kidney failure and chronic kidney disease,painful urination,0.00021743857360295715
Acute kidney failure and chronic kidney disease,watery eyes,5.435964340073929e-05
Osteoarthritis,fever,0.07496111975116641
Osteoarthritis,chills,0.11135303265940902
Osteoarthritis,nausea,0.07993779160186625
Osteoarthritis,abdominal pain,0.0640746500777605
Osteoarthritis,vomiting,0.06500777604976672
Osteoarthritis,cough,0.07216174183514774
Osteoarthritis,diarrhea,0.05909797822706065
Osteoarthritis,back pain,0.0416796267496112
Osteoarthritis,dizziness,0.025194401244167962
Osteoarthritis,blood clots,0.05194401244167963
Osteoarthritis,shortness of breath,0.11228615863141524
Osteoarthritis,hip pain,0.018351477449455676
Osteoarthritis,wheezing,0.028926905132192846
Osteoarthritis,fatigue,0.02021772939346812
Osteoarthritis,headache,0.034836702954898914
Osteoarthritis,nasal congestion,0.0018662519440124418
Osteoarthritis,numbness,0.026749611197511663
Osteoarthritis,night sweats,0.012130637636080872
Osteoarthritis,leg swelling,0.01088646967340591
Osteoarthritis,insomnia,0.029860031104199068
Osteoarthritis,vaginal bleeding,0.0027993779160186624
Osteoarthritis,vaginal discharge,0.0018662519440124418
Osteoarthritis,shoulder pain,0.01275272161741835
Osteoarthritis,arm pain,0.0018662519440124418
Osteoarthritis,groin pain,0.002177293934681182
Osteoarthritis,leg pain,0.008398133748055987
Osteoarthritis,rectal bleeding,0.0027993779160186624
Osteoarthritis,neck pain,0.006220839813374806
Osteoarthritis,frequent urination,0.00031104199066874026
Osteoarthritis,muscle pain,0.001244167962674961
Osteoarthritis,joint pain,0.004354587869362364
Osteoarthritis,foot pain,0.003421461897356143
Osteoarthritis,memory loss,0.001244167962674961
Osteoarthritis,coughing up blood,0.0009331259720062209
Osteoarthritis,runny nose,0.0015552099533437014
Osteoarthritis,ankle pain,0.0027993779160186624
Osteoarthritis,nosebleeds,0.0006220839813374805
Osteoarthritis,eye pain,0.0006220839813374805
Osteoarthritis,unexplained weight loss,0.0009331259720062209
Osteoarthritis,elbow pain,0.00031104199066874026
Osteoarthritis,nipple discharge,0.00031104199066874026
Osteoarthritis,throat pain,0.00031104199066874026
Osteoarthritis,urine odor,0.00031104199066874026
Osteoarthritis,eye twitching,0.00031104199066874026
Metabolic disorders,leg pain,0.008540964740790039
Metabolic disorders,fever,0.08703187610055045
Metabolic disorders,chills,0.08233157245261567
Metabolic disorders,cough,0.0800854096474079
Metabolic disorders,shortness of breath,0.0842172399927901
Metabolic disorders,diarrhea,0.07779765123469629
Metabolic disorders,nausea,0.09583627968886485
Metabolic disorders,dizziness,0.03219500020797804
Metabolic disorders,hip pain,0.008291391095766954
Metabolic disorders,headache,0.04665640641681572
Metabolic disorders,back pain,0.032278191422985734
Metabolic disorders,abdominal pain,0.08384287952525547
Metabolic disorders,neck pain,0.008222065083260541
Metabolic disorders,insomnia,0.028257282697613798
Metabolic disorders,wheezing,0.029047599240186902
Metabolic disorders,vomiting,0.08156898631504512
Metabolic disorders,fatigue,0.025761546247382944
Metabolic disorders,numbness,0.02797997864758815
Metabolic disorders,leg swelling,0.008943055613327233
Metabolic disorders,arm pain,0.003078074955284722
Metabolic disorders,night sweats,0.021005781789443036
Metabolic disorders,memory loss,0.0016638243001539038
Metabolic disorders,pelvic pain,0.0010676205925987548
Metabolic disorders,blood clots,0.01084258835600294
Metabolic disorders,runny nose,0.001303329035120558
Metabolic disorders,shoulder pain,0.0062254759230758565
Metabolic disorders,vaginal bleeding,0.0029116925252693315
Metabolic disorders,ankle pain,0.0022322976027064874
Metabolic disorders,unexplained weight loss,0.0007348557325679741
Metabolic disorders,foot pain,0.002606658070241116
Metabolic disorders,frequent bowel movements,0.00033276486003078074
Metabolic disorders,nasal congestion,0.0028562317152642015
Metabolic disorders,eye pain,0.0009705641750897771
Metabolic disorders,joint pain,0.0022600280077090524
Metabolic disorders,kidney pain,8.319121500769518e-05
Metabolic disorders,groin pain,0.001566767882644926
Metabolic disorders,frequent urination,0.000443686480041041
Metabolic disorders,throat pain,0.0010121597825936248
Metabolic disorders,vaginal discharge,0.001539037477642361
Metabolic disorders,nipple discharge,0.00011092162001026025
Metabolic disorders,rectal bleeding,0.0018302067301692942
Metabolic disorders,muscle pain,0.000887372960082082
Metabolic disorders,leg cramps,0.0005407428975500188
Metabolic disorders,elbow pain,0.0008180469475756693
Metabolic disorders,peeling skin,4.159560750384759e-05
Metabolic disorders,intestinal gas,4.159560750384759e-05
Metabolic disorders,coughing up blood,0.0005268776950487362
Metabolic disorders,nosebleeds,0.00047141688504360606
Metabolic disorders,cold hands,6.932601250641266e-05
Metabolic disorders,painful urination,0.0001802476325166729
Metabolic disorders,vaginal odor,1.386520250128253e-05
Metabolic disorders,eye twitching,8.319121500769518e-05
Metabolic disorders,vaginal dryness,0.00015251722751410783
Metabolic disorders,watery eyes,9.705641750897772e-05
Metabolic disorders,heel pain,0.00013865202501282532
Metabolic disorders,breast rash,2.773040500256506e-05
Metabolic disorders,green stool,0.00019411283501795544
Metabolic disorders,frequent bruising,2.773040500256506e-05
Metabolic disorders,red eye,4.159560750384759e-05
Metabolic disorders,breast lumps,1.386520250128253e-05
Metabolic disorders,testicle pain,1.386520250128253e-05
Metabolic disorders,anal pain,2.773040500256506e-05
Metabolic disorders,urine odor,2.773040500256506e-05
Mental and behavioral disorders due to psychoactive substance use,fever,0.07798445550606933
Mental and behavioral disorders due to psychoactive substance use,chills,0.08008034232818094
Mental and behavioral disorders due to psychoactive substance use,nausea,0.0978080516985416
Mental and behavioral disorders due to psychoactive substance use,diarrhea,0.0755392542136058
